,Influencers,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
337,justinbieber,Fri Mar 02 04:04:27 +0000 2018,#24,0.0,0.0,0.0,1.0,63
338,justinbieber,Fri Mar 02 04:04:14 +0000 2018,RT @AMarch4OurLives: Sign up and spread the word! Every name matters. #MarchForOurLives https://t.co/j2PTXghy2j https://t.co/CiFXKVY1Sz,0.1007,0.097,0.0,0.903,62
339,justinbieber,Sun Feb 18 16:43:13 +0000 2018,Cameron good talking to you last night. All of your bravery is amazing. I stand with you guys. #march24… https://t.co/FnSUpgJFgx,0.872,0.382,0.0,0.618,61
340,justinbieber,Sun Feb 18 16:40:07 +0000 2018,"RT @scooterbraun: Cameron we heard your call... On March 24, we march. If the kids can do it so can the adults. This isn’t about citizens..…",0.0,0.0,0.0,1.0,60
341,justinbieber,Thu Feb 15 18:39:59 +0000 2018,RT @NBAAllStar: As @justinbieber returns to the #RufflesCelebGame... we throw it back to his MVP performance in 2011! https://t.co/x9OSRwBm…,0.0,0.0,0.0,1.0,59
342,justinbieber,Mon Feb 12 21:32:33 +0000 2018,@JerrySeinfeld I told you it was me :),0.4588,0.333,0.0,0.667,58
343,justinbieber,Tue Feb 06 22:03:18 +0000 2018,RT @billboard: #Despacito is the first Spanish-language song to reach a billion streams on Spotify https://t.co/ehVKUwuirY https://t.co/539…,0.0258,0.068,0.0,0.932,57
344,justinbieber,Wed Jan 17 17:46:04 +0000 2018,In paradise,0.6369,0.808,0.0,0.192,56
345,justinbieber,Sun Jan 07 09:06:30 +0000 2018,https://t.co/Dkpnro7RYJ,0.0,0.0,0.0,1.0,55
346,justinbieber,Sun Jan 07 09:06:10 +0000 2018,They are coming 🤣 https://t.co/qBSuNHk6RI,0.4939,0.286,0.0,0.714,54
347,justinbieber,Tue Dec 12 15:32:10 +0000 2017,https://t.co/lLVbmPe79l,0.0,0.0,0.0,1.0,53
348,justinbieber,Mon Nov 27 14:17:05 +0000 2017,":) bts @telekomerleben 
#magentaverbindet #streamon
https://t.co/bcfNj7zu2Y https://t.co/AjzLTCWlAI",0.4588,0.333,0.0,0.667,52
349,justinbieber,Mon Nov 20 18:51:46 +0000 2017,Everyone have an amazing week,0.5859,0.487,0.0,0.513,51
350,justinbieber,Mon Nov 20 18:51:31 +0000 2017,@LuisFonsi @daddy_yankee congrats on the wins,0.7964,0.64,0.0,0.36,50
351,justinbieber,Mon Nov 20 18:50:48 +0000 2017,@djkhaled congrats buddy,0.5267,0.63,0.0,0.37,49
352,justinbieber,Mon Nov 20 18:50:10 +0000 2017,@JohnLegere just released a new commercial in Germany. Let’s release it in the US for the holidays. #Friends,0.3818,0.14,0.0,0.86,48
353,justinbieber,Tue Nov 14 06:15:06 +0000 2017,@xkarla congrats @karla_welch,0.5267,0.63,0.0,0.37,47
354,justinbieber,Mon Nov 13 22:19:47 +0000 2017,"RT @Spotify: ""You give me purpose everyday, you give me purpose in every way"" 
🙌 @justinbieber 🙌 https://t.co/X74DDaPVj1 https://t.co/Pv7TI…",0.0,0.0,0.0,1.0,46
355,justinbieber,Fri Oct 27 17:36:57 +0000 2017,RT @Forever21: #JUSTINFOREVER IT'S HERE 😁😁😁 SHOP NOW: https://t.co/Ttv2Aj1HlG https://t.co/ZgQDsRmYQG,0.0,0.0,0.0,1.0,45
356,justinbieber,Fri Oct 13 22:55:20 +0000 2017,"STADIUM TOUR MERCH 2.0
https://t.co/ZXLGuwusLr https://t.co/M6PEuKdRal",0.0,0.0,0.0,1.0,44
357,justinbieber,Mon Oct 02 17:00:17 +0000 2017,Praying for all those in pain,-0.2023,0.255,0.337,0.408,43
358,justinbieber,Mon Oct 02 17:00:04 +0000 2017,Praying for Puerto Rico,0.3612,0.455,0.0,0.545,42
359,justinbieber,Mon Oct 02 16:59:43 +0000 2017,Praying for Las Vegas,0.3612,0.455,0.0,0.545,41
360,justinbieber,Sat Sep 30 06:45:59 +0000 2017,RT @davidguetta: The official video of #2U ft @justinbieber is OUT NOW ! #musicvideo https://t.co/Ow4Kj8Dij8,0.0,0.0,0.0,1.0,40
361,justinbieber,Fri Sep 15 23:45:34 +0000 2017,RT @hmusa: 🎧 Can we still be friends?! 🎶 Get @JustinBieber #StadiumMerch in stores &amp; online now: https://t.co/oBYNUyCTwW  #HM #JustinBieber…,0.0,0.0,0.0,1.0,39
362,justinbieber,Fri Sep 15 23:45:08 +0000 2017,Everyone watch my boys tonight #DareToLive https://t.co/SYgICpkyPm,0.0,0.0,0.0,1.0,38
363,justinbieber,Wed Sep 13 16:01:20 +0000 2017,Amazing. Thanks everyone. Let's keep helping eachother. https://t.co/RNbmGPeJqX,0.836,0.64,0.0,0.36,37
364,justinbieber,Wed Sep 13 16:00:51 +0000 2017,"RT @handinhandfund: YOU CAN STILL DONATE 🚨

https://t.co/s83ifdAVdB",0.0,0.0,0.0,1.0,36
365,justinbieber,Tue Sep 12 23:51:08 +0000 2017,"Call me
1 (800) 258-6000
#HandInHand",0.0,0.0,0.0,1.0,35
366,justinbieber,Tue Sep 12 14:38:19 +0000 2017,"RT @handinhandfund: Watch #HandInHand live on Twitter! 
❤️ or retweet to show your support for hurricane victims.
https://t.co/FtEEjCADuY",0.1759,0.134,0.103,0.763,34
367,justinbieber,Tue Sep 12 02:26:56 +0000 2017,See you tomorrow. #HandInHand let's help. 8pm tomorrow https://t.co/mt06FCxiTm,0.4019,0.252,0.0,0.748,33
368,justinbieber,Sat Sep 09 05:37:28 +0000 2017,Honored to be taking part in a great cause https://t.co/e9s4wG7nSN,0.836,0.53,0.0,0.47,32
369,justinbieber,Sat Sep 09 05:37:03 +0000 2017,"RT @JasonKennedy1: 🙏@scooterbraun is always the first to jump in after tragedy &amp; @KELLYROWLAND you're an angel, praying for all families af…",-0.4404,0.093,0.164,0.743,31
370,justinbieber,Fri Sep 08 23:33:06 +0000 2017,RT @hm: Fresh streetstyle — get them before it's too late! #HM #HMMan #StadiumMerch @JustinBieber https://t.co/feW4xWlbWb https://t.co/ry0t…,0.3802,0.147,0.0,0.853,30
371,justinbieber,Thu Sep 07 20:30:22 +0000 2017,RT @PacSun: The wait is over: @justinbieber's #stadiumtour Collection is available online now + in stores next week. https://t.co/ul0g9G9RL…,0.0,0.0,0.0,1.0,29
372,justinbieber,Thu Aug 31 16:41:33 +0000 2017,"RT @TwitterMusic: In each other's company since Tweet number one.

Congratulations @justinbieber on #100MBeliebers https://t.co/ftaTRwFrHP",0.6369,0.286,0.0,0.714,28
373,justinbieber,Wed Aug 30 13:58:03 +0000 2017,Praying for everyone down in Houston,0.3612,0.333,0.0,0.667,27
374,justinbieber,Wed Aug 30 13:57:31 +0000 2017,Proud of you bro https://t.co/ADT1W0EAxV,0.4767,0.437,0.0,0.563,26
375,justinbieber,Wed Aug 30 13:57:16 +0000 2017,RT @RoryKramer: When your friend says he's not coming to your party...only to surprise you.  justinbieber ❤️… https://t.co/rdqb99TtJb,0.6486,0.249,0.0,0.751,25
376,justinbieber,Wed Aug 30 13:57:07 +0000 2017,RT @DareToLive: “Take it like a man...we need a bigger one!” —@RoryKramer. #DareToLive https://t.co/E8jhum4pHt,0.4199,0.202,0.0,0.798,24
377,justinbieber,Wed Aug 23 16:49:44 +0000 2017,#stadiummerch at @hm september 7th https://t.co/Mnib8sEp7O,0.0,0.0,0.0,1.0,23
378,justinbieber,Wed Aug 23 13:57:26 +0000 2017,RT @billboard: #Despacito is the second song EVER to lead the #Hot100 for at least 15 weeks https://t.co/ryWdKg7hlb https://t.co/J94kD1Rdoc,0.0,0.0,0.0,1.0,22
379,justinbieber,Mon Aug 21 18:04:24 +0000 2017,RT @Spotify: Still on repeat 🔁 https://t.co/ayAuwtURbD https://t.co/yKWM5o35IU,0.0,0.0,0.0,1.0,21
380,justinbieber,Fri Aug 18 22:09:13 +0000 2017,"RT @AppleMusic: We're not worthy.
New @justinbieber x @bloodpop.
#Friends
Listen now.
https://t.co/562LuzY3vt",-0.3412,0.0,0.179,0.821,20
381,justinbieber,Fri Aug 18 18:02:42 +0000 2017,#Friends lyric video https://t.co/b7DmNCbX6O,0.0,0.0,0.0,1.0,19
382,justinbieber,Fri Aug 18 15:31:04 +0000 2017,#friends https://t.co/RzDxHxDsIB,0.0,0.0,0.0,1.0,18
383,justinbieber,Thu Aug 17 16:17:57 +0000 2017,#FRIENDS out now. https://t.co/oeLF25VGyo https://t.co/SMxtOSpg0i,0.0,0.0,0.0,1.0,17
384,justinbieber,Thu Aug 17 16:17:13 +0000 2017,https://t.co/oeLF25VGyo https://t.co/7b6pTCUEQb,0.0,0.0,0.0,1.0,16
385,justinbieber,Thu Aug 17 16:06:18 +0000 2017,New song #Friends out now @bloodpop https://t.co/Bzzi41jtGd https://t.co/CxrvzXUdmZ,0.0,0.0,0.0,1.0,15
386,justinbieber,Thu Aug 17 15:00:09 +0000 2017,1 HOUR #Friends,0.0,0.0,0.0,1.0,14
387,justinbieber,Mon Aug 14 14:22:56 +0000 2017,New music. Thursday noon https://t.co/xUOsYoqQce,0.0,0.0,0.0,1.0,13
388,justinbieber,Sun Aug 13 22:15:10 +0000 2017,Can we still be friends,0.4767,0.437,0.0,0.563,12
389,justinbieber,Thu Aug 03 15:20:57 +0000 2017,#xkarla https://t.co/bMtdxYFvVo,0.0,0.0,0.0,1.0,11
390,justinbieber,Wed Aug 02 15:34:00 +0000 2017,RT @karla_welch: It's HERE! @xkarla x Hanes featuring @justinbieber ON SALE tomorrow! https://t.co/nFaKFQUmU6,0.0,0.0,0.0,1.0,10
391,justinbieber,Wed Jul 05 22:59:44 +0000 2017,https://t.co/y8sxm6vyJa,0.0,0.0,0.0,1.0,9
392,justinbieber,Wed Jul 05 22:56:20 +0000 2017,Who has the merch from the #StadiumCollection ?,0.0,0.0,0.0,1.0,8
393,justinbieber,Wed Jul 05 22:54:45 +0000 2017,Thank you to Europe for an incredible #PurposeTourStadiums https://t.co/gRP5ipJV57,0.3612,0.238,0.0,0.762,7
394,justinbieber,Sun Jul 02 13:32:10 +0000 2017,London today #PurposeTourStadiums,0.0,0.0,0.0,1.0,6
395,justinbieber,Sat Jul 01 16:57:08 +0000 2017,RT @Selfridges: .@justinbieber's Purpose Tour #StadiumCollection launches in store &amp; online today! UK shipping only and worldwide shipping…,0.0,0.0,0.0,1.0,5
396,justinbieber,Thu Jun 29 18:56:55 +0000 2017,Supporting my brother @djkhaled. Get #FANLUV https://t.co/7VDJUhICy6,0.4404,0.326,0.0,0.674,4
397,justinbieber,Thu Jun 29 17:50:38 +0000 2017,RT @mmilive: JUSTIN BIEBER | #PurposeTourMNL | 9.30.17 | PHILIPPINE ARENA | Tickets on sale 7.9.17 https://t.co/HCHUiNjNaW https://t.co/3w6…,0.0,0.0,0.0,1.0,3
398,justinbieber,Thu Jun 22 16:30:10 +0000 2017,Got something special for the Hyde Park show in london July 2nd. #PurposeTourStadiums,0.4019,0.184,0.0,0.816,2
399,justinbieber,Tue Jun 20 03:51:14 +0000 2017,"RT @billboard: ""Despacito"" dominates #Hot100 &amp; @JustinBieber has week's three top-selling songs https://t.co/IG0o6AdtB6 https://t.co/UeqNbm…",0.0516,0.085,0.0,0.915,1
400,KylieJenner,Sat Jun 30 20:59:14 +0000 2018,last day to get my skin concealers 2 for $30 on https://t.co/bDaiohhXCV https://t.co/bfeeRG5HXl,0.0,0.0,0.0,1.0,100
401,KylieJenner,Fri Jun 29 22:49:08 +0000 2018,RT @kyliecosmetics: 💞 @carlibybel looking 🔥 in Say No More Velvet #LipKit! Back in stock NOW! https://t.co/hz7TaH9GVd https://t.co/sQyHFOgX…,-0.6351,0.0,0.234,0.766,99
402,KylieJenner,Fri Jun 29 16:07:00 +0000 2018,my @kyliecosmetics skin concealer shades are maple and himalaya! it's 2 for $30 on skin concealers today on… https://t.co/SpEHnVWa2M,0.0,0.0,0.0,1.0,98
403,KylieJenner,Fri Jun 29 16:05:32 +0000 2018,"RT @kyliecosmetics: 🚨 Restock Alert 🚨 BOSS, SAY NO MORE and ONE WISH are available on the site now! ✨ https://t.co/dbuoT7LUEp https://t.co/…",0.7364,0.268,0.086,0.646,97
404,KylieJenner,Fri Jun 29 03:20:30 +0000 2018,RT @Sammm_Official: I was literally on a 700+ mile trip and ordered it as soon as it became available &amp; i ordered both!! SOOOO excited 😍😍😍…,0.4559,0.119,0.0,0.881,96
405,KylieJenner,Fri Jun 29 03:20:23 +0000 2018,RT @maartinaxo: Sorta sweet palette and lip trio is now available on https://t.co/UPeri8cjsj !! Loove the eyeshadow shades and the packagin…,0.5091,0.141,0.0,0.859,95
406,KylieJenner,Thu Jun 28 23:59:31 +0000 2018,dont forget guys you get FREE shipping with the sorta sweet palette!! https://t.co/bDaiohhXCV https://t.co/eATafPzFq0,0.8398,0.45,0.0,0.55,94
407,KylieJenner,Thu Jun 28 23:58:32 +0000 2018,RT @meredithknight0: just bought my first @kyliecosmetics KYSHADOW! thx @KylieJenner LYLAS https://t.co/5L1lYI9fLr,0.7978,0.416,0.0,0.584,93
408,KylieJenner,Thu Jun 28 23:58:20 +0000 2018,you are going to loveeee https://t.co/P9wzt9n5V8,0.0,0.0,0.0,1.0,92
409,KylieJenner,Thu Jun 28 22:08:18 +0000 2018,https://t.co/6Qgyudbedy 🖤🖤🖤 https://t.co/DqdAOufwbi,0.0,0.0,0.0,1.0,91
410,KylieJenner,Thu Jun 28 22:00:20 +0000 2018,It's here!! My brand new Sorta Sweet palette and lip trio just dropped! https://t.co/6Qgyudbedy https://t.co/sq1pqevjCs,0.5549,0.204,0.0,0.796,90
411,KylieJenner,Thu Jun 28 21:35:17 +0000 2018,30 mins!!! #SortaSweet https://t.co/bDaiohhXCV,0.0,0.0,0.0,1.0,89
412,KylieJenner,Thu Jun 28 20:25:52 +0000 2018,"I'm also restocking BOSS, ONE WISH and SAY NO MORE Lip Kits today on the site! 3pm pst https://t.co/bDaiohhXCV",0.2003,0.157,0.124,0.719,88
413,KylieJenner,Thu Jun 28 19:53:55 +0000 2018,2 HOURS TO GO until my #SortaSweet launch!!! u guys.... so excited!! 3pm pst https://t.co/6Qgyudbedy @kyliecosmetics https://t.co/ukEMrXGJkZ,0.6468,0.234,0.0,0.766,87
414,KylieJenner,Thu Jun 28 16:58:17 +0000 2018,"If I could have just one palette it would be this one! I wanted to make a really beautiful, new neutral palette for… https://t.co/Djffqmv3Ho",0.6689,0.183,0.0,0.817,86
415,KylieJenner,Thu Jun 28 04:19:40 +0000 2018,"can tomorrow come sooner? so excited to add these to my @kyliecosmetics collection! SORTA SWEET, launching tomorrow… https://t.co/JeCq6UQqw8",0.8216,0.321,0.0,0.679,85
416,KylieJenner,Wed Jun 27 20:48:14 +0000 2018,Go to Kylie Cosmetics Insta now to enter my sorta sweet giveaway! https://t.co/eVfm3SA1ns,0.4587,0.2,0.0,0.8,84
417,KylieJenner,Mon Jun 25 19:29:11 +0000 2018,just 3 more days till my SORTA SWEET palette launches on https://t.co/bDaiohhXCV!!!!! I get so excited every time i… https://t.co/JsrLPLaNSc,0.8576,0.346,0.0,0.654,83
418,KylieJenner,Sun Jun 24 17:32:29 +0000 2018,Omg thank u! https://t.co/ObVsWuyRj7,0.4199,0.482,0.0,0.518,82
419,KylieJenner,Sat Jun 30 20:59:14 +0000 2018,last day to get my skin concealers 2 for $30 on https://t.co/bDaiohhXCV https://t.co/bfeeRG5HXl,0.0,0.0,0.0,1.0,81
420,KylieJenner,Fri Jun 29 22:49:08 +0000 2018,RT @kyliecosmetics: 💞 @carlibybel looking 🔥 in Say No More Velvet #LipKit! Back in stock NOW! https://t.co/hz7TaH9GVd https://t.co/sQyHFOgX…,-0.6351,0.0,0.234,0.766,80
421,KylieJenner,Fri Jun 29 16:07:00 +0000 2018,my @kyliecosmetics skin concealer shades are maple and himalaya! it's 2 for $30 on skin concealers today on… https://t.co/SpEHnVWa2M,0.0,0.0,0.0,1.0,79
422,KylieJenner,Fri Jun 29 16:05:32 +0000 2018,"RT @kyliecosmetics: 🚨 Restock Alert 🚨 BOSS, SAY NO MORE and ONE WISH are available on the site now! ✨ https://t.co/dbuoT7LUEp https://t.co/…",0.7364,0.268,0.086,0.646,78
423,KylieJenner,Fri Jun 29 03:20:30 +0000 2018,RT @Sammm_Official: I was literally on a 700+ mile trip and ordered it as soon as it became available &amp; i ordered both!! SOOOO excited 😍😍😍…,0.4559,0.119,0.0,0.881,77
424,KylieJenner,Fri Jun 29 03:20:23 +0000 2018,RT @maartinaxo: Sorta sweet palette and lip trio is now available on https://t.co/UPeri8cjsj !! Loove the eyeshadow shades and the packagin…,0.5091,0.141,0.0,0.859,76
425,KylieJenner,Thu Jun 28 23:59:31 +0000 2018,dont forget guys you get FREE shipping with the sorta sweet palette!! https://t.co/bDaiohhXCV https://t.co/eATafPzFq0,0.8398,0.45,0.0,0.55,75
426,KylieJenner,Thu Jun 28 23:58:32 +0000 2018,RT @meredithknight0: just bought my first @kyliecosmetics KYSHADOW! thx @KylieJenner LYLAS https://t.co/5L1lYI9fLr,0.7978,0.416,0.0,0.584,74
427,KylieJenner,Thu Jun 28 23:58:20 +0000 2018,you are going to loveeee https://t.co/P9wzt9n5V8,0.0,0.0,0.0,1.0,73
428,KylieJenner,Thu Jun 28 22:08:18 +0000 2018,https://t.co/6Qgyudbedy 🖤🖤🖤 https://t.co/DqdAOufwbi,0.0,0.0,0.0,1.0,72
429,KylieJenner,Thu Jun 28 22:00:20 +0000 2018,It's here!! My brand new Sorta Sweet palette and lip trio just dropped! https://t.co/6Qgyudbedy https://t.co/sq1pqevjCs,0.5549,0.204,0.0,0.796,71
430,KylieJenner,Thu Jun 28 21:35:17 +0000 2018,30 mins!!! #SortaSweet https://t.co/bDaiohhXCV,0.0,0.0,0.0,1.0,70
431,KylieJenner,Thu Jun 28 20:25:52 +0000 2018,"I'm also restocking BOSS, ONE WISH and SAY NO MORE Lip Kits today on the site! 3pm pst https://t.co/bDaiohhXCV",0.2003,0.157,0.124,0.719,69
432,KylieJenner,Thu Jun 28 19:53:55 +0000 2018,2 HOURS TO GO until my #SortaSweet launch!!! u guys.... so excited!! 3pm pst https://t.co/6Qgyudbedy @kyliecosmetics https://t.co/ukEMrXGJkZ,0.6468,0.234,0.0,0.766,68
433,KylieJenner,Thu Jun 28 16:58:17 +0000 2018,"If I could have just one palette it would be this one! I wanted to make a really beautiful, new neutral palette for… https://t.co/Djffqmv3Ho",0.6689,0.183,0.0,0.817,67
434,KylieJenner,Thu Jun 28 04:19:40 +0000 2018,"can tomorrow come sooner? so excited to add these to my @kyliecosmetics collection! SORTA SWEET, launching tomorrow… https://t.co/JeCq6UQqw8",0.8216,0.321,0.0,0.679,66
435,KylieJenner,Wed Jun 27 20:48:14 +0000 2018,Go to Kylie Cosmetics Insta now to enter my sorta sweet giveaway! https://t.co/eVfm3SA1ns,0.4587,0.2,0.0,0.8,65
436,KylieJenner,Mon Jun 25 19:29:11 +0000 2018,just 3 more days till my SORTA SWEET palette launches on https://t.co/bDaiohhXCV!!!!! I get so excited every time i… https://t.co/JsrLPLaNSc,0.8576,0.346,0.0,0.654,64
437,KylieJenner,Sun Jun 24 17:32:29 +0000 2018,Omg thank u! https://t.co/ObVsWuyRj7,0.4199,0.482,0.0,0.518,63
438,KylieJenner,Sun Jun 24 17:31:43 +0000 2018,wearing my brand new palette SORTA SWEET launching June 28th only on https://t.co/bDaiohhXCV 🖤🍬 https://t.co/lJFTfw9qET,0.6337,0.23,0.0,0.77,62
439,KylieJenner,Sat Jun 23 22:33:38 +0000 2018,RT @kyliecosmetics: The Royal Peach Palette 🍑 Get yours now to create the perfect eye looks for summer! ☀️ @theglamwoman https://t.co/eQXrg…,0.7263,0.243,0.0,0.757,61
440,KylieJenner,Sat Jun 23 22:33:31 +0000 2018,It’s here! Our exclusive @kendallandkylie collection for @ardene is available in stores and online at… https://t.co/c1QZ1kCncq,0.2003,0.107,0.0,0.893,60
441,KylieJenner,Sat Jun 23 18:59:24 +0000 2018,reading all the comments and reviews on my site! So glad everyone loves my Bronze Extended Palette as much as I do!… https://t.co/m2RsF9oDtT,0.856,0.296,0.0,0.704,59
442,KylieJenner,Fri Jun 22 16:19:33 +0000 2018,"RT @kyliecosmetics: Oh hello, #WETSET we missed you! ✨ back on the site NOW 🙌 https://t.co/OkYMEy8aAp https://t.co/HeqZwyHuTT",0.1007,0.125,0.106,0.77,58
443,KylieJenner,Fri Jun 22 16:02:07 +0000 2018,The original WET SET is back ✨✨ https://t.co/bDaiohhXCV https://t.co/W8HlROawrY,0.3182,0.223,0.0,0.777,57
444,KylieJenner,Wed Jun 20 04:17:59 +0000 2018,RT @kyliecosmetics: Kylie’s June favorites bundle is in! 🦋  Shop this $175 value bundle for just $100 at https://t.co/rkT2b8JJL5 NOW! Hurry…,0.6988,0.233,0.0,0.767,56
445,KylieJenner,Wed Jun 20 00:10:01 +0000 2018,my Sorta Sweet lip trio 😍 June 28 #SortaSweet @kyliecosmetics https://t.co/ZreuuBP7CP,0.6915,0.322,0.0,0.678,55
446,KylieJenner,Wed Jun 20 00:04:39 +0000 2018,Sorta Sweet Palette 😍 launching June 28.... in my all new black packaging 🤪 @kyliecosmetics https://t.co/p8dN3vOJEd,0.6644,0.232,0.0,0.768,54
447,KylieJenner,Tue Jun 19 16:23:17 +0000 2018,"ok guys, my June Favorites bundle is here!! $175 value for only $100! https://t.co/bDaiohhXCV https://t.co/uuJ2cEy8EG",0.8061,0.408,0.0,0.592,53
448,KylieJenner,Tue Jun 19 04:22:47 +0000 2018,Ok ok coming up https://t.co/4HzExe51s8,0.5267,0.595,0.0,0.405,52
449,KylieJenner,Tue Jun 19 04:22:12 +0000 2018,Please do this https://t.co/kHM8p27lJn,0.3182,0.434,0.0,0.566,51
450,KylieJenner,Tue Jun 19 04:19:35 +0000 2018,Like two weeks ago 🤷🏻‍♀️ just to watch tv &amp; drive at night. My vision is getting pretty bad 😫 https://t.co/FH2RTdUo5Q,0.0772,0.219,0.182,0.598,50
451,KylieJenner,Tue Jun 19 04:17:01 +0000 2018,It actually did !!! https://t.co/IICLetFuGP,0.0,0.0,0.0,1.0,49
452,KylieJenner,Tue Jun 19 04:12:27 +0000 2018,Ok!! https://t.co/HISgcdPoJa,0.4184,0.736,0.0,0.264,48
453,KylieJenner,Tue Jun 19 04:01:00 +0000 2018,😫😫😫😍 https://t.co/psa28ybZsp,0.0,0.0,0.0,1.0,47
454,KylieJenner,Sat Jun 16 16:43:32 +0000 2018,"RT @kyliecosmetics: 🚨 Free domestic shipping promo ends Sunday 8am pst! Stock up on singles, new liners, lip kits, Ultra Glows and more tod…",0.5562,0.126,0.0,0.874,46
455,KylieJenner,Fri Jun 15 17:46:23 +0000 2018,who else is obsessed with @HandmaidsOnHulu?,-0.1779,0.0,0.254,0.746,45
456,KylieJenner,Fri Jun 15 15:20:18 +0000 2018,Happy Friday! FREE shipping on all domestic orders starts now on https://t.co/bDaiohhXCV @kyliecosmetics ... no min… https://t.co/tYLHetZbzV,0.7798,0.331,0.091,0.578,44
457,KylieJenner,Wed Jun 13 22:02:20 +0000 2018,just dropped new lip liners and singles at https://t.co/bDaiohhXCV 😍 https://t.co/VL6i6pg74J,0.4588,0.188,0.0,0.812,43
458,KylieJenner,Wed Jun 13 17:54:40 +0000 2018,new lip liners dropping on the site today... 3pm pst https://t.co/bDaiohhXCV https://t.co/b1rldwsO09,0.0,0.0,0.0,1.0,42
459,KylieJenner,Tue Jun 12 23:17:25 +0000 2018,❤️ my @kyliecosmetics skin concealers...  30 shades 😍 A lightweight formula that provides medium buildable coverage… https://t.co/vEzXcSsht2,0.4588,0.136,0.0,0.864,41
460,KylieJenner,Tue Jun 12 18:56:07 +0000 2018,RT @kyliecosmetics: Kylie Cosmetics and the @KylieTruck are popping up at #BeautyconLA!! Come shop the collection on July 14 &amp; 15! Get your…,0.0,0.0,0.0,1.0,40
461,KylieJenner,Sun Jun 10 15:28:03 +0000 2018,RT @kyliecosmetics: And don’t forget the fan brush! Perfect for applying your Ultra Glows and Kylighters! https://t.co/ApOowzqUtJ https://t…,0.6892,0.28,0.081,0.639,39
462,KylieJenner,Sun Jun 10 15:28:00 +0000 2018,RT @kyliecosmetics: That Ulta GLOW ✨ Glow: Santorini Loose Highlight 💋 Lips: Koko K Liquid Lipstick @youngandglowy https://t.co/b9S2HY6pqy…,0.6369,0.315,0.097,0.588,38
463,KylieJenner,Sat Jun 09 02:54:37 +0000 2018,RT @kyliecosmetics: RESTOCK ALERT 🚨 FIJI Ultra Glow loose powder #Kylighter is back on the site now! 💫 https://t.co/deDD1TOQWd https://t.co…,-0.1429,0.111,0.17,0.719,37
464,KylieJenner,Sat Jun 09 02:54:35 +0000 2018,RT @kyliecosmetics: boss babe wearing KOKO matte lip @KylieJenner https://t.co/feFdB3BVve https://t.co/zAPXFZvU3e,0.0,0.0,0.0,1.0,36
465,KylieJenner,Thu Jun 07 21:28:52 +0000 2018,Ask me and Jordyn some questions! We are making a new YouTube vid! Hashtag #jordynandkylie,0.0,0.0,0.0,1.0,35
466,KylieJenner,Wed Jun 06 00:21:23 +0000 2018,RT @kyliecosmetics: RED VELVET 💋 The ultra-long wearing bold shade for intense coverage! https://t.co/EQBxMwWvmc https://t.co/34WoJ8kqE9,0.7177,0.35,0.0,0.65,34
467,KylieJenner,Mon Jun 04 16:38:09 +0000 2018,"back in stock! Sprinkle, Ironic and LA Lip Kits https://t.co/bDaiohhXCV https://t.co/Drs1dSNNIC",-0.2003,0.0,0.152,0.848,33
468,KylieJenner,Sat Jun 02 23:35:55 +0000 2018,wearing JORDY lip kit today ... https://t.co/bDaiohhXCV 💋 https://t.co/yxiJBjdqTY,0.4215,0.237,0.0,0.763,32
469,KylieJenner,Sat Jun 02 14:03:33 +0000 2018,"POSIE K TRIO, back in stock 💕 https://t.co/JUzOWD0wYu https://t.co/QvZIzyrCJw",0.0,0.0,0.0,1.0,31
470,KylieJenner,Fri Jun 01 22:00:39 +0000 2018,my 4 new red shades just launched at https://t.co/6Qgyudbedy 💋 https://t.co/HzEKb4KkPv,0.5106,0.323,0.0,0.677,30
471,KylieJenner,Tue May 29 18:26:33 +0000 2018,"the original Koko lip set is back, plus all 8 koko shades now in singles! https://t.co/lA5e9XM6va https://t.co/4iN90kp5CD",0.3802,0.147,0.0,0.853,29
472,KylieJenner,Tue May 29 02:46:17 +0000 2018,RT @kyliecosmetics: Last few hours to shop our Memorial Day SALE!! Up to 20% at https://t.co/rkT2b8JJL5 🇺🇸,0.5242,0.166,0.0,0.834,28
473,KylieJenner,Mon May 28 23:40:01 +0000 2018,"RT @kyliecosmetics: Happy Memorial Day! 🇺🇸 SALE now on! Get up to 20% off sitewide, offer ends at 11:59pm PST ❤️ https://t.co/rkT2b8JJL5 @l…",0.7955,0.235,0.0,0.765,27
474,KylieJenner,Mon May 28 23:07:54 +0000 2018,RT @itsEmmaLouisex: So In love with @KylieJenner concealer like it gets rid of my eye bags and it’s so easy to apply🎉 I love it @kyliecosme…,0.9451,0.42,0.0,0.58,26
475,KylieJenner,Sun May 27 22:07:21 +0000 2018,Memorial Day sale starts now on https://t.co/bDaiohhXCV! https://t.co/hra0Qg0jns,0.0,0.0,0.0,1.0,25
476,KylieJenner,Sun May 27 17:38:41 +0000 2018,Love 💜💜 https://t.co/OqdVvCkCey,0.6369,0.677,0.0,0.323,24
477,KylieJenner,Sun May 27 17:37:15 +0000 2018,i like Gemini’s 😝😝 they get me https://t.co/LRUhoONCnG,0.3612,0.294,0.0,0.706,23
478,KylieJenner,Fri May 25 21:47:35 +0000 2018,"guys, tomorrow is the last day to visit my @kyliecosmetics Pop Up at 21 Grant Ave, San Francisco! make sure you sto… https://t.co/F0KbaCwASB",0.6239,0.195,0.0,0.805,22
